smiles,energy
[C-]1[O+][O+]1,-704.71547
[C-]1[O+][O+]=[O+]1,-989.96893
[C-]1[O+][O+][O+]1,-989.96893
[C-]1[O+][O+][OH+]1,-1005.64079
[C-]1[O+][OH+]1,-715.74032
[C-]1[O+][OH+][O+]1,-1004.06984
[C-]1[O+][OH+][OH+]1,-1018.00207
[C-]1[OH+]O[OH+]1,-1025.25693
[C-]1[OH+][O+][OH+]1,-1018.74206
[C-]1[OH+][OH+]1,-733.53617
[C-]=O,-419.4091
[C-]=[O+],-417.51453
[C-]=[O+]O,-724.17349
[C-]=[O+]OO,-1017.94409
[C-]=[O+]O[O+],-996.1608
[C-]=[O+]O[O-],-1008.41966
[C-]=[O+]O[OH+],-1011.41842
[C-]=[O+]O[OH2+],-1024.86906
[C-]=[O+]O[O],-1004.93508
[C-]=[O+][O+],-702.09895
[C-]=[O+][O+]=O,-998.28022
[C-]=[O+][O+]=[O+],-989.37898
[C-]=[O+][O+]=[OH+],-1003.2999
[C-]=[O+][O+]O,-1011.41842
[C-]=[O+][O+][O+],-989.37898
[C-]=[O+][O+][O-],-1004.93508
[C-]=[O+][O+][OH+],-1003.2999
[C-]=[O+][O+][OH2+],-1016.9837
[C-]=[O+][O+][O],-998.28022
[C-]=[O+][O-],-713.50406
[C-]=[O+][OH+],-717.0737
[C-]=[O+][OH+]O,-1026.09441
[C-]=[O+][OH+][O+],-1002.50114
[C-]=[O+][OH+][O-],-1017.93695
[C-]=[O+][OH+][OH+],-1016.29959
[C-]=[O+][OH+][O],-1011.44969
[C-]=[O+][OH2+],-732.51645
[C-]=[O+][O],-708.45344
[C-]=[OH+],-428.54018
[C-]O,-430.69356
[C-]OO,-726.0705
[C-]OOO,-1019.81234
[C-]OO[O+],-999.89324
[C-]OO[O-],-1010.20833
[C-]OO[OH+],-1016.09977
[C-]OO[OH2+],-1031.48533
[C-]OO[O],-1006.8199
[C-]O[O+],-704.26277
[C-]O[O+]=O,-1004.93304
[C-]O[O+]=[O+],-996.12837
[C-]O[O+]=[OH+],-1011.41736
[C-]O[O+]O,-1016.09977
[C-]O[O+][O-],-1006.8199
[C-]O[O+][OH+],-1011.41736
[C-]O[O+][OH2+],-1025.21176
[C-]O[O+][O],-1004.93304
[C-]O[O-],-715.28666
[C-]O[OH+],-719.35505
[C-]O[OH+]O,-1031.35407
[C-]O[OH+][O+],-1008.89041
[C-]O[OH+][O-],-1021.06411
[C-]O[OH+][OH+],-1024.22927
[C-]O[OH+][OH2+],-1040.27153
[C-]O[OH+][O],-1016.15832
[C-]O[OH2+],-734.86049
[C-]O[O],-710.32653
[C-][O+],-417.51453
[C-][O+](O)O,-1030.90802
[C-][O+](O)[OH+],-1024.22296
[C-][O+](O)[OH2+],-1039.23553
[C-][O+]([O+])O,-1008.89775
[C-][O+]([O+])[O-],-999.44854
[C-][O+]([O+])[OH2+],-1017.00476
[C-][O+]([O-])O,-1020.15834
[C-][O+]([O-])[O-],-1006.14898
[C-][O+]([O-])[OH+],-1015.16294
[C-][O+]([O-])[OH2+],-1031.49122
[C-][O+]([OH+])[OH+],-1016.50152
[C-][O+]([O])O,-1015.16294
[C-][O+]([O])[O-],-1000.89312
[C-][O+]([O])[OH+],-1008.89775
[C-][O+]([O])[OH2+],-1025.07105
[C-][O+]([O])[O],-999.44854
[C-][O+]1OO1,-1004.92801
[C-][O+]1O[O+]1,-996.17283
[C-][O+]1O[OH+]1,-1011.42032
[C-][O+]1[O+]=[O+]1,-989.39039
[C-][O+]1[O+][O+]1,-989.39039
[C-][O+]1[O+][OH+]1,-1002.5979
[C-][O+]1[OH+][OH+]1,-1017.15551
[C-][O+]=O,-708.45344
[C-][O+]=[O+],-702.09895
[C-][O+]=[O+]O,-1011.41842
[C-][O+]=[O+][O+],-989.37898
[C-][O+]=[O+][O-],-1004.93508
[C-][O+]=[O+][OH+],-1003.2999
[C-][O+]=[O+][OH2+],-1016.9837
[C-][O+]=[O+][O],-998.28022
[C-][O+]=[OH+],-717.0737
[C-][O+]O,-724.17349
[C-][O+]OO,-1017.94409
[C-][O+]O[O-],-1008.41966
[C-][O+]O[OH+],-1011.41842
[C-][O+]O[OH2+],-1024.86906
[C-][O+]O[O],-1004.93508
[C-][O+][O+]=O,-998.28022
[C-][O+][O+]=[O+],-989.37898
[C-][O+][O+]=[OH+],-1003.2999
[C-][O+][O+]O,-1011.41842
[C-][O+][O+][O-],-1004.93508
[C-][O+][O+][OH2+],-1016.9837
[C-][O+][O-],-713.50406
[C-][O+][OH+],-717.0737
[C-][O+][OH+]O,-1026.09441
[C-][O+][OH+][O-],-1017.93695
[C-][O+][OH+][OH+],-1016.29959
[C-][O+][OH+][O],-1011.44969
[C-][O+][OH2+],-732.51645
[C-][O+][O],-708.45344
[C-][O-],-419.88202
[C-][OH+],-428.54018
[C-][OH+]O,-735.21851
[C-][OH+]OO,-1028.9372
[C-][OH+]O[O+],-1007.61597
[C-][OH+]O[O-],-1019.94524
[C-][OH+]O[OH+],-1022.40264
[C-][OH+]O[OH2+],-1035.89422
[C-][OH+]O[O],-1015.92555
[C-][OH+][O+],-713.08643
[C-][OH+][O+]=O,-1012.2813
[C-][OH+][O+]=[O+],-1001.89578
[C-][OH+][O+]=[OH+],-1018.72133
[C-][OH+][O+]O,-1022.40264
[C-][OH+][O+][O-],-1015.92555
[C-][OH+][O+][OH+],-1018.72133
[C-][OH+][O+][O],-1012.2813
[C-][OH+][O-],-728.93721
[C-][OH+][OH+],-728.06441
[C-][OH+][OH+]O,-1040.01137
[C-][OH+][OH+][O+],-1016.20565
[C-][OH+][OH+][O-],-1028.98739
[C-][OH+][OH+][O],-1022.40268
[C-][OH+][OH2+],-743.54794
[C-][OH+][O],-719.52786
[C-][OH2+],-439.48054
[C-][O],-419.4091
[CH+2],-116.65769
[CH+2]O,-430.73032
[CH+2]OO,-721.54522
[CH+2]OOO,-1018.85949
[CH+2]OO[O-],-1011.36833
[CH+2]OO[O],-1006.16045
[CH+2]O[O+][O-],-1006.18127
[CH+2]O[O-],-716.37109
[CH+2]O[OH+][O-],-1018.88826
[CH+2]O[O],-707.81183
[CH+2][O+]([O-])O,-1015.24568
[CH+2][O+]([O-])[O-],-1005.13441
[CH+2][O+]([O])[O-],-1006.07973
[CH+2][O+]O[O-],-1006.18606
[CH+2][O+][O-],-708.04193
[CH+2][O-],-425.47283
[CH+2][OH+]O[O-],-1016.48617
[CH+2][OH+][O-],-722.11671
[CH+2][O],-412.81602
[CH+],-123.76652
[CH+]1OO1,-716.37244
[CH+]1OOO1,-1009.25292
[CH+]1OO[O+]1,-1000.00227
[CH+]1OO[OH+]1,-1014.92181
[CH+]1O[O+]1,-706.72952
[CH+]1O[O+]O1,-1000.00498
[CH+]1O[OH+]1,-722.1343
[CH+]1O[OH+]O1,-1014.8665
[CH+]=O,-425.47283
[CH+]=[O+],-412.81602
[CH+]=[O+]O,-721.54522
[CH+]=[O+]OO,-1018.85949
[CH+]=[O+]O[O-],-1011.36833
[CH+]=[O+]O[O],-1006.16045
[CH+]=[O+][O+][O-],-1006.18127
[CH+]=[O+][O-],-716.37109
[CH+]=[O+][OH+][O-],-1018.88826
[CH+]=[O+][O],-707.81183
[CH+]=[OH+],-430.73032
[CH+]O,-437.50255
[CH+]OO,-732.12139
[CH+]OOO,-1025.86351
[CH+]OO[O+],-1002.44297
[CH+]OO[O-],-1017.64386
[CH+]OO[OH+],-1019.30119
[CH+]OO[O],-1010.90942
[CH+]O[O+],-709.94637
[CH+]O[O+]=O,-1006.0679
[CH+]O[O+]O,-1019.30119
[CH+]O[O+][O-],-1010.91249
[CH+]O[O+][O],-1006.0679
[CH+]O[O-],-725.15838
[CH+]O[OH+],-724.96098
[CH+]O[OH+][O-],-1024.04908
[CH+]O[OH+][O],-1019.31393
[CH+]O[OH2+],-740.40993
[CH+]O[O],-716.38386
[CH+][O+],-412.81602
[CH+][O+]([O+])[O-],-999.31608
[CH+][O+]([O-])O,-1025.77682
[CH+][O+]([O-])[O-],-1017.12013
[CH+][O+]([O-])[OH+],-1017.87289
[CH+][O+]([O])O,-1017.87289
[CH+][O+]([O])[O-],-1012.84479
[CH+][O+]([O])[O],-999.31608
[CH+][O+]1OO1,-1006.18295
[CH+][O+]=O,-707.81183
[CH+][O+]=[O+][O-],-1006.18127
[CH+][O+]O,-721.54522
[CH+][O+]OO,-1018.85949
[CH+][O+]O[O-],-1011.36833
[CH+][O+]O[O],-1006.16045
[CH+][O+][O+][O-],-1006.18127
[CH+][O+][O-],-716.37109
[CH+][O+][OH+][O-],-1018.88826
[CH+][O+][O],-707.81183
[CH+][O-],-430.21968
[CH+][OH+],-430.73032
[CH+][OH+]O,-737.30325
[CH+][OH+]O[O-],-1023.59483
[CH+][OH+]O[O],-1018.19466
[CH+][OH+][O+][O-],-1018.19466
[CH+][OH+][O-],-733.10374
[CH+][OH+][O],-721.92471
[CH+][OH2+],-443.14335
[CH+][O],-425.47283
[CH-2],-133.60922
[CH-2]O,-445.61321
[CH-2]OO,-746.00861
[CH-2]OOO,-1038.00379
[CH-2]OO[O+],-1020.6563
[CH-2]OO[O-],-1026.78354
[CH-2]OO[OH+],-1035.18895
[CH-2]OO[OH2+],-1049.67998
[CH-2]OO[O],-1023.99205
[CH-2]O[O+],-724.89292
[CH-2]O[O+]=O,-1019.22424
[CH-2]O[O+]=[O+],-1017.11901
[CH-2]O[O+]=[OH+],-1033.28925
[CH-2]O[O+]O,-1035.18895
[CH-2]O[O+][O+],-1017.11901
[CH-2]O[O+][O-],-1023.99205
[CH-2]O[O+][OH+],-1033.28925
[CH-2]O[O+][OH2+],-1042.83475
[CH-2]O[O+][O],-1019.22424
[CH-2]O[O-],-732.78247
[CH-2]O[OH+],-742.90161
[CH-2]O[OH+]O,-1048.53202
[CH-2]O[OH+][O+],-1030.63441
[CH-2]O[OH+][O-],-1038.28202
[CH-2]O[OH+][OH+],-1045.40819
[CH-2]O[OH+][OH2+],-1061.42935
[CH-2]O[OH+][O],-1034.07036
[CH-2]O[OH2+],-756.38498
[CH-2]O[O],-729.55183
[CH-2][O+],-433.26726
[CH-2][O+](O)O,-1053.69997
[CH-2][O+](O)[OH+],-1045.72176
[CH-2][O+](O)[OH2+],-1063.99893
[CH-2][O+]([O+])O,-1031.96402
[CH-2][O+]([O+])[O+],-1007.2796
[CH-2][O+]([O+])[O-],-1016.90926
[CH-2][O+]([O+])[OH+],-1023.17762
[CH-2][O+]([O+])[OH2+],-1039.63659
[CH-2][O+]([O-])O,-1038.73289
[CH-2][O+]([O-])[O-],-1025.41206
[CH-2][O+]([O-])[OH+],-1035.91269
[CH-2][O+]([O-])[OH2+],-1053.6476
[CH-2][O+]([OH+])[OH+],-1038.78393
[CH-2][O+]([O])O,-1035.91269
[CH-2][O+]([O])[O+],-1016.09552
[CH-2][O+]([O])[O-],-1021.83111
[CH-2][O+]([O])[OH+],-1031.96402
[CH-2][O+]([O])[OH2+],-1048.22628
[CH-2][O+]([O])[O],-1016.90926
[CH-2][O+]1OO1,-1019.14604
[CH-2][O+]1O[O+]1,-1017.12117
[CH-2][O+]1O[OH+]1,-1030.28516
[CH-2][O+]1[O+]=[O+]1,-1011.35028
[CH-2][O+]1[O+][O+]1,-1011.35028
[CH-2][O+]1[O+][OH+]1,-1025.84636
[CH-2][O+]1[OH+][OH+]1,-1040.46096
[CH-2][O+]=O,-725.47366
[CH-2][O+]=[O+],-725.15884
[CH-2][O+]=[O+]O,-1030.31806
[CH-2][O+]=[O+][O+],-1012.89867
[CH-2][O+]=[O+][O-],-1023.31155
[CH-2][O+]=[O+][OH+],-1025.86598
[CH-2][O+]=[O+][OH2+],-1039.32089
[CH-2][O+]=[O+][O],-1017.11949
[CH-2][O+]=[OH+],-738.09097
[CH-2][O+]O,-742.90161
[CH-2][O+]OO,-1035.18895
[CH-2][O+]O[O+],-1017.64195
[CH-2][O+]O[O-],-1023.99205
[CH-2][O+]O[OH+],-1030.65141
[CH-2][O+]O[OH2+],-1042.83475
[CH-2][O+]O[O],-1020.6563
[CH-2][O+][O+],-725.15884
[CH-2][O+][O+]=O,-1017.11949
[CH-2][O+][O+]=[O+],-1012.89867
[CH-2][O+][O+]=[OH+],-1025.86598
[CH-2][O+][O+]O,-1030.31806
[CH-2][O+][O+][O+],-1012.89867
[CH-2][O+][O+][O-],-1023.31155
[CH-2][O+][O+][OH+],-1025.86598
[CH-2][O+][O+][OH2+],-1039.32089
[CH-2][O+][O+][O],-1017.11949
[CH-2][O+][O-],-729.55183
[CH-2][O+][OH+],-738.09097
[CH-2][O+][OH+]O,-1045.40819
[CH-2][O+][OH+][O+],-1024.02668
[CH-2][O+][OH+][O-],-1034.07036
[CH-2][O+][OH+][OH+],-1038.78673
[CH-2][O+][OH+][O],-1030.63441
[CH-2][O+][OH2+],-753.18201
[CH-2][O+][O],-725.47366
[CH-2][O-],-433.04569
[CH-2][OH+],-445.43693
[CH-2][OH+]O,-756.4586
[CH-2][OH+]OO,-1048.62897
[CH-2][OH+]O[O+],-1030.15897
[CH-2][OH+]O[O-],-1036.75895
[CH-2][OH+]O[OH+],-1043.20066
[CH-2][OH+]O[OH2+],-1056.7557
[CH-2][OH+]O[O],-1032.27048
[CH-2][OH+][O+],-737.79968
[CH-2][OH+][O+]=O,-1028.73452
[CH-2][OH+][O+]=[O+],-1024.8683
[CH-2][OH+][O+]=[OH+],-1035.56379
[CH-2][OH+][O+]O,-1043.20066
[CH-2][OH+][O+][O+],-1024.8683
[CH-2][OH+][O+][O-],-1032.27048
[CH-2][OH+][O+][OH+],-1035.56379
[CH-2][OH+][O+][O],-1028.73452
[CH-2][OH+][O-],-743.16619
[CH-2][OH+][OH+],-749.45543
[CH-2][OH+][OH+]O,-1057.93935
[CH-2][OH+][OH+][O+],-1037.90803
[CH-2][OH+][OH+][O-],-1048.65974
[CH-2][OH+][OH+][O],-1043.24348
[CH-2][OH+][OH2+],-765.83535
[CH-2][OH+][O],-736.88648
[CH-2][OH2+],-456.49774
[CH-2][O],-434.35836
[CH-],-133.82375
[CH-]1OO1,-725.4402
[CH-]1OOO1,-1018.08472
[CH-]1OO[O+]1,-1018.21617
[CH-]1OO[OH+]1,-1031.28619
[CH-]1O[O+]1,-721.81308
[CH-]1O[O+]=[O+]1,-1009.25292
[CH-]1O[O+]O1,-1018.21617
[CH-]1O[O+][O+]1,-1009.25292
[CH-]1O[O+][OH+]1,-1025.77652
[CH-]1O[OH+]1,-741.05206
[CH-]1O[OH+]O1,-1033.29166
[CH-]1O[OH+][O+]1,-1025.49019
[CH-]1O[OH+][OH+]1,-1041.21695
[CH-]1[O+]2O[O+]12,-1009.25176
[CH-]1[O+]2[O+][O+]12,-1000.31841
[CH-]1[O+]2[OH+][O+]12,-1017.6152
[CH-]1[O+]=[O+]1,-716.37287
[CH-]1[O+]=[O+][OH+]1,-1014.92181
[CH-]1[O+]O[O+]1,-1012.78972
[CH-]1[O+]O[OH+]1,-1025.77652
[CH-]1[O+][O+]1,-716.37287
[CH-]1[O+][O+]=[O+]1,-1000.00166
[CH-]1[O+][O+][O+]1,-1000.00166
[CH-]1[O+][O+][OH+]1,-1014.92181
[CH-]1[O+][OH+]1,-733.10549
[CH-]1[O+][OH+][O+]1,-1016.85319
[CH-]1[OH+]O[OH+]1,-1034.6172
[CH-]1[OH+][OH+]1,-749.0612
[CH-]=O,-433.41037
[CH-]=[O+],-430.21968
[CH-]=[O+]O,-738.05031
[CH-]=[O+]OO,-1033.2888
[CH-]=[O+]O[O+],-1010.90942
[CH-]=[O+]O[O-],-1019.23128
[CH-]=[O+]O[OH+],-1025.86351
[CH-]=[O+]O[OH2+],-1039.32131
[CH-]=[O+]O[O],-1017.64386
[CH-]=[O+][O+],-716.42046
[CH-]=[O+][O+]=O,-1011.39267
[CH-]=[O+][O+]=[O+],-1006.0679
[CH-]=[O+][O+]=[OH+],-1018.89082
[CH-]=[O+][O+]O,-1025.86593
[CH-]=[O+][O+][O+],-1006.0679
[CH-]=[O+][O+][O-],-1017.64386
[CH-]=[O+][O+][OH+],-1018.89082
[CH-]=[O+][O+][O],-1011.39267
[CH-]=[O+][O-],-725.4733
[CH-]=[O+][OH+],-732.13586
[CH-]=[O+][OH+]O,-1040.64287
[CH-]=[O+][OH+][O+],-1019.31393
[CH-]=[O+][OH+][O-],-1030.39453
[CH-]=[O+][OH+][O],-1024.04908
[CH-]=[O+][OH2+],-748.43978
[CH-]=[O+][O],-725.15884
[CH-]=[OH+],-444.65418
[CH-]O,-445.43693
[CH-]OO,-742.90161
[CH-]OOO,-1035.18895
[CH-]OO[O+],-1017.64195
[CH-]OO[O-],-1023.99205
[CH-]OO[OH+],-1030.65141
[CH-]OO[OH2+],-1042.83475
[CH-]OO[O],-1020.6563
[CH-]O[O+],-721.15391
[CH-]O[O+]=O,-1017.11901
[CH-]O[O+]=[O+],-1012.89867
[CH-]O[O+]=[OH+],-1025.86598
[CH-]O[O+]O,-1030.65141
[CH-]O[O+][O+],-1012.89867
[CH-]O[O+][O-],-1020.6563
[CH-]O[O+][OH+],-1025.86598
[CH-]O[O+][OH2+],-1039.33527
[CH-]O[O+][O],-1017.11901
[CH-]O[O-],-729.55183
[CH-]O[OH+],-736.92668
[CH-]O[OH+]O,-1045.40819
[CH-]O[OH+][O+],-1024.02668
[CH-]O[OH+][O-],-1034.07036
[CH-]O[OH+][OH+],-1038.78673
[CH-]O[OH+][O],-1030.63441
[CH-]O[OH2+],-753.18201
[CH-]O[O],-724.89292
[CH-][O+],-430.21968
[CH-][O+](O)O,-1045.72176
[CH-][O+](O)[OH+],-1038.78393
[CH-][O+]([O+])O,-1023.17762
[CH-][O+]([O+])[O-],-1016.09552
[CH-][O+]([O+])[OH+],-1016.76686
[CH-][O+]([O-])O,-1035.91269
[CH-][O+]([O-])[O-],-1021.83111
[CH-][O+]([O-])[OH+],-1031.96402
[CH-][O+]([O-])[OH2+],-1048.22628
[CH-][O+]([O])O,-1031.96402
[CH-][O+]([O])[O+],-1007.2796
[CH-][O+]([O])[O-],-1016.90926
[CH-][O+]([O])[OH+],-1023.17762
[CH-][O+]([O])[OH2+],-1039.63659
[CH-][O+]([O])[O],-1016.09552
[CH-][O+]1OO1,-1017.11493
[CH-][O+]1O[O+]1,-1012.89858
[CH-][O+]1O[OH+]1,-1025.85155
[CH-][O+]1[O+]=[O+]1,-1006.17785
[CH-][O+]1[O+][O+]1,-1006.17785
[CH-][O+]1[O+][OH+]1,-1019.0976
[CH-][O+]=O,-725.15884
[CH-][O+]=[O+],-716.42046
[CH-][O+]=[O+]O,-1025.86593
[CH-][O+]=[O+][O+],-1006.0679
[CH-][O+]=[O+][O-],-1017.64386
[CH-][O+]=[O+][OH+],-1018.89082
[CH-][O+]=[O+][O],-1011.39267
[CH-][O+]=[OH+],-732.13586
[CH-][O+]O,-738.05031
[CH-][O+]OO,-1033.2888
[CH-][O+]O[O+],-1010.90942
[CH-][O+]O[O-],-1019.23128
[CH-][O+]O[OH+],-1025.86351
[CH-][O+]O[OH2+],-1039.32131
[CH-][O+]O[O],-1017.64386
[CH-][O+][O+],-716.42046
[CH-][O+][O+]=O,-1011.39267
[CH-][O+][O+]=[O+],-1006.0679
[CH-][O+][O+]=[OH+],-1018.89082
[CH-][O+][O+]O,-1025.86593
[CH-][O+][O+][O-],-1017.64386
[CH-][O+][O+][OH+],-1018.89082
[CH-][O+][O+][O],-1011.39267
[CH-][O+][O-],-725.4733
[CH-][O+][OH+],-732.13586
[CH-][O+][OH+]O,-1040.64287
[CH-][O+][OH+][O+],-1019.31393
[CH-][O+][OH+][O-],-1030.39453
[CH-][O+][OH+][O],-1024.04908
[CH-][O+][OH2+],-748.43978
[CH-][O+][O],-725.15884
[CH-][O-],-434.35836
[CH-][OH+],-444.65418
[CH-][OH+]O,-749.45543
[CH-][OH+]OO,-1043.20066
[CH-][OH+]O[O+],-1023.00679
[CH-][OH+]O[O-],-1032.27048
[CH-][OH+]O[OH+],-1037.86333
[CH-][OH+]O[O],-1030.15897
[CH-][OH+][O+],-728.42377
[CH-][OH+][O+]=O,-1024.8683
[CH-][OH+][O+]=[O+],-1018.07627
[CH-][OH+][O+]O,-1037.86333
[CH-][OH+][O+][O+],-1018.07627
[CH-][OH+][O+][O-],-1030.15897
[CH-][OH+][O+][O],-1024.8683
[CH-][OH+][O-],-736.88648
[CH-][OH+][OH+],-744.57487
[CH-][OH+][OH+][O-],-1043.24348
[CH-][OH+][OH+][O],-1037.90803
[CH-][OH+][OH2+],-761.33692
[CH-][OH+][O],-737.79968
[CH-][OH2+],-454.20197
[CH-][O],-433.41037
[CH2+2],-132.39445
[CH2+],-140.06302
[CH2+]O,-452.67782
[CH2+]OO,-745.16273
[CH2+]OOO,-1037.74862
[CH2+]OO[O+],-1018.36802
[CH2+]OO[O-],-1030.57777
[CH2+]OO[O],-1025.42269
[CH2+]O[O+],-721.29375
[CH2+]O[O+]=O,-1017.20046
[CH2+]O[O+][O-],-1025.42269
[CH2+]O[O+][O],-1017.20046
[CH2+]O[O-],-736.04515
[CH2+]O[OH+],-736.54812
[CH2+]O[OH+][O-],-1038.09721
[CH2+]O[OH2+],-751.39159
[CH2+]O[O],-729.33972
[CH2+][O+],-426.42853
[CH2+][O+]([O+])[O-],-1009.99478
[CH2+][O+]([O-])O,-1038.86609
[CH2+][O+]([O-])[O-],-1026.0969
[CH2+][O+]([O])[O-],-1022.44271
[CH2+][O+]([O])[O],-1009.99478
[CH2+][O+]1OO1,-1017.17158
[CH2+][O+]=O,-720.34792
[CH2+][O+]=[O+][O-],-1017.19928
[CH2+][O+]O,-736.52798
[CH2+][O+]O[O-],-1025.4097
[CH2+][O+]O[O],-1018.31146
[CH2+][O+][O+][O-],-1017.19928
[CH2+][O+][O-],-728.42877
[CH2+][O+][O],-720.34792
[CH2+][O-],-444.65418
[CH2+][OH+],-443.00473
[CH2+][OH+]O,-750.35595
[CH2+][OH+]O[O-],-1038.53849
[CH2+][OH+][O-],-744.16551
[CH2+][OH+][O],-734.39594
[CH2+][OH2+],-458.41522
[CH2+][O],-437.68933
[CH2-2],-150.47712
[CH2-],-149.28607
[CH2-]O,-460.48664
[CH2-]OO,-757.31557
[CH2-]OOO,-1049.51685
[CH2-]OO[O+],-1032.07181
[CH2-]OO[O-],-1038.04427
[CH2-]OO[OH+],-1045.07654
[CH2-]OO[OH2+],-1058.49375
[CH2-]OO[O],-1035.25304
[CH2-]O[O+],-735.18312
[CH2-]O[O+]=O,-1030.57258
[CH2-]O[O+]=[O+],-1025.41972
[CH2-]O[O+]=[OH+],-1038.10798
[CH2-]O[O+]O,-1045.07654
[CH2-]O[O+][O+],-1025.41972
[CH2-]O[O+][O-],-1035.25304
[CH2-]O[O+][OH+],-1038.10798
[CH2-]O[O+][O],-1030.57258
[CH2-]O[O-],-742.94708
[CH2-]O[OH+],-751.31206
[CH2-]O[OH+]O,-1059.83002
[CH2-]O[OH+][O+],-1038.54558
[CH2-]O[OH+][O-],-1049.5495
[CH2-]O[OH+][O],-1045.05452
[CH2-]O[OH2+],-767.60473
[CH2-]O[O],-740.30649
[CH2-][O+],-444.65418
[CH2-][O+](O)O,-1058.35323
[CH2-][O+]([O+])O,-1036.04262
[CH2-][O+]([O+])[O+],-1013.71536
[CH2-][O+]([O+])[O-],-1026.97051
[CH2-][O+]([O-])O,-1048.7206
[CH2-][O+]([O-])[O-],-1037.43197
[CH2-][O+]([O-])[OH+],-1042.23086
[CH2-][O+]([O-])[OH2+],-1059.0415
[CH2-][O+]([O])O,-1042.23086
[CH2-][O+]([O])[O+],-1020.21764
[CH2-][O+]([O])[O-],-1032.51684
[CH2-][O+]([O])[OH+],-1036.04262
[CH2-][O+]([O])[O],-1026.97051
[CH2-][O+]1OO1,-1030.5809
[CH2-][O+]1O[O+]1,-1025.42081
[CH2-][O+]1O[OH+]1,-1038.1134
[CH2-][O+]1[O+]=[O+]1,-1017.13833
[CH2-][O+]1[O+][O+]1,-1017.13833
[CH2-][O+]=O,-736.04483
[CH2-][O+]=[O+],-729.33874
[CH2-][O+]=[O+]O,-1037.70568
[CH2-][O+]=[O+][O+],-1018.39977
[CH2-][O+]=[O+][O-],-1030.57611
[CH2-][O+]=[O+][O],-1025.42071
[CH2-][O+]=[OH+],-745.16279
[CH2-][O+]O,-751.31206
[CH2-][O+]OO,-1045.07654
[CH2-][O+]O[O+],-1025.01658
[CH2-][O+]O[O-],-1035.25304
[CH2-][O+]O[OH+],-1038.50258
[CH2-][O+]O[O],-1032.07181
[CH2-][O+][O+],-729.33874
[CH2-][O+][O+]=O,-1025.42071
[CH2-][O+][O+]=[O+],-1018.39977
[CH2-][O+][O+]O,-1037.70568
[CH2-][O+][O+][O+],-1018.39977
[CH2-][O+][O+][O-],-1030.57611
[CH2-][O+][O+][O],-1025.42071
[CH2-][O+][O-],-740.30649
[CH2-][O+][OH+],-745.16279
[CH2-][O+][OH+][O-],-1045.05452
[CH2-][O+][OH+][O],-1038.54558
[CH2-][O+][OH2+],-760.70207
[CH2-][O+][O],-736.04483
[CH2-][O-],-448.98895
[CH2-][OH+],-457.72113
[CH2-][OH+]O,-765.38167
[CH2-][OH+]OO,-1059.80272
[CH2-][OH+]O[O+],-1038.42943
[CH2-][OH+]O[O-],-1046.35343
[CH2-][OH+]O[O],-1044.60357
[CH2-][OH+][O+],-743.61748
[CH2-][OH+][O+]=O,-1038.48954
[CH2-][OH+][O+][O-],-1044.60357
[CH2-][OH+][O+][O],-1038.48954
[CH2-][OH+][O-],-753.03597
[CH2-][OH+][OH+],-759.31646
[CH2-][OH+][OH+][O-],-1057.61938
[CH2-][OH+][O],-748.32739
[CH2-][OH2+],-469.47875
[CH2-][O],-447.95337
[CH2],-146.35968
[CH2]O,-457.72113
[CH2]OO,-751.31206
[CH2]OOO,-1045.07654
[CH2]OO[O+],-1025.01658
[CH2]OO[O-],-1035.25304
[CH2]OO[OH+],-1038.50258
[CH2]OO[O],-1032.07181
[CH2]O[O+],-728.19822
[CH2]O[O+]=O,-1025.41972
[CH2]O[O+]=[O+],-1018.39977
[CH2]O[O+]O,-1038.50258
[CH2]O[O+][O+],-1018.39977
[CH2]O[O+][O-],-1032.07181
[CH2]O[O+][O],-1025.41972
[CH2]O[O-],-740.30649
[CH2]O[OH+],-744.46843
[CH2]O[OH+][O-],-1045.05452
[CH2]O[OH+][O],-1038.54558
[CH2]O[OH2+],-760.70207
[CH2]O[O],-735.18312
[CH2][O+],-437.68933
[CH2][O+]([O+])[O-],-1020.21764
[CH2][O+]([O-])O,-1042.23086
[CH2][O+]([O-])[O-],-1032.51684
[CH2][O+]([O-])[OH+],-1036.04262
[CH2][O+]([O])O,-1036.04262
[CH2][O+]([O])[O+],-1013.71536
[CH2][O+]([O])[O-],-1026.97051
[CH2][O+]([O])[O],-1020.21764
[CH2][O+]1OO1,-1025.41849
[CH2][O+]1O[O+]1,-1018.30121
[CH2][O+]=O,-729.33972
[CH2][O+]=[O+],-721.29375
[CH2][O+]=[O+][O-],-1025.42269
[CH2][O+]=[O+][O],-1017.20046
[CH2][O+]=[OH+],-736.54812
[CH2][O+]O,-745.16273
[CH2][O+]OO,-1037.74862
[CH2][O+]O[O+],-1018.36802
[CH2][O+]O[O-],-1030.57777
[CH2][O+]O[O],-1025.42269
[CH2][O+][O+],-721.29375
[CH2][O+][O+]=O,-1017.20046
[CH2][O+][O+][O-],-1025.42269
[CH2][O+][O+][O],-1017.20046
[CH2][O+][O-],-736.04515
[CH2][O+][OH+],-736.54812
[CH2][O+][OH+][O-],-1038.09721
[CH2][O+][OH2+],-751.39159
[CH2][O+][O],-729.33972
[CH2][O-],-447.95337
[CH2][OH+],-452.67782
[CH2][OH+]O,-759.31646
[CH2][OH+]O[O-],-1044.60357
