smiles,energy
O[C+]1O[O+]1,-1002.63177
O[C+]1O[OH+]1,-1017.90449
O[C+]=[O+]O,-1017.73743
O[C+]=[OH+],-726.24515
O[C+]O,-733.63966
O[C+]OO,-1026.17496
O[C+]O[OH+],-1018.82425
O[C+][O+]O,-1017.73743
O[C+][OH+],-726.24515
O[C+][OH2+],-739.93215
O[C-2]O,-741.31499
O[C-2]OO,-1043.35705
O[C-2]O[OH+],-1037.41787
O[C-2]O[OH2+],-1053.74336
O[C-2][O+]=[OH+],-1032.32231
O[C-2][O+]O,-1037.41787
O[C-2][O+][OH+],-1032.32231
O[C-2][O+][OH2+],-1049.27228
O[C-2][OH+],-741.90143
O[C-2][OH+]O,-1053.76127
O[C-2][OH+][OH+],-1046.5904
O[C-2][OH+][OH2+],-1062.87835
O[C-2][OH2+],-753.06449
O[C-](O)O,-1053.00621
O[C-](O)[OH+],-1049.35768
O[C-](O)[OH2+],-1062.96382
O[C-]([OH+])[OH+],-1041.11751
O[C-]1OO1,-1022.23188
O[C-]1O[O+]1,-1017.44183
O[C-]1O[OH+]1,-1036.71799
O[C-]1[O+]=[O+]1,-1011.59145
O[C-]1[O+][O+]1,-1011.59145
O[C-]1[O+][OH+]1,-1027.45662
O[C-]1[OH+][OH+]1,-1044.40801
O[C-]=[O+]O,-1033.28892
O[C-]=[O+][OH+],-1026.17496
O[C-]=[O+][OH2+],-1041.1253
O[C-]=[OH+],-741.05279
O[C-]O,-741.90143
O[C-]OO,-1037.41787
O[C-]O[OH+],-1032.94412
O[C-]O[OH2+],-1049.27228
O[C-][O+]=[OH+],-1026.17496
O[C-][O+]O,-1033.28892
O[C-][O+][OH+],-1026.17496
O[C-][O+][OH2+],-1041.1253
O[C-][OH+],-741.05279
O[C-][OH+]O,-1046.5904
O[C-][OH+][OH+],-1040.32207
O[C-][OH2+],-754.32899
O[CH+]O,-748.94423
O[CH+]OO,-1041.11818
O[CH+][OH+],-738.8194
O[CH+][OH2+],-755.27153
O[CH-]O,-756.48585
O[CH-]OO,-1053.48796
O[CH-]O[OH+],-1047.50332
O[CH-]O[OH2+],-1063.83502
O[CH-][O+]=[OH+],-1040.7886
O[CH-][O+]O,-1047.50332
O[CH-][O+][OH+],-1040.7886
O[CH-][OH+],-753.18139
O[CH-][OH+]O,-1061.29378
O[CH-][OH2+],-765.86351
O[CH]O,-753.18139
O[CH]OO,-1047.50332
O[CH]O[OH+],-1040.37198
O[CH][O+]O,-1041.11818
O[CH][OH+],-748.94423
O[CH][OH2+],-761.29389
O[C](O)O,-1049.35768
O[C](O)[OH+],-1044.40471
O[C]1OO1,-1017.44183
O[C]1O[O+]1,-1011.84865
O[C]1O[OH+]1,-1027.45662
O[C]1[O+]=[O+]1,-1002.63177
O[C]1[O+][O+]1,-1002.63177
O[C]1[O+][OH+]1,-1017.90449
O[C]=[O+]O,-1026.17496
O[C]=[O+][OH+],-1018.82425
O[C]=[OH+],-733.63966
O[C]O,-741.05279
O[C]OO,-1033.28892
O[C]O[OH+],-1026.17496
O[C]O[OH2+],-1041.1253
O[C][O+]=[OH+],-1018.82425
O[C][O+]O,-1026.17496
O[C][O+][OH+],-1018.82425
O[C][OH+],-733.63966
O[C][OH+]O,-1040.79514
O[C][OH2+],-748.58934
O[O+]1C=[O+]1,-1018.85788
O[O+]1CO1,-1037.02156
O[O+]1[C+]O1,-999.70295
O[O+]1[C-2]O1,-1023.03526
O[O+]1[C-2][O+]1,-1017.97529
O[O+]1[C-2][OH+]1,-1032.32137
O[O+]1[C-]=[O+]1,-1011.05541
O[O+]1[C-]O1,-1017.97529
O[O+]1[C-][O+]1,-1011.05541
O[O+]1[C-][OH+]1,-1025.48788
O[O+]1[CH+]O1,-1018.85788
O[O+]1[CH-]O1,-1033.18623
O[O+]1[CH-][O+]1,-1026.17174
O[O+]1[CH-][OH+]1,-1041.10935
O[O+]1[CH]O1,-1026.17174
O[O+]1[CH][O+]1,-1018.85788
O[O+]1[C]=[O+]1,-999.70295
O[O+]1[C]O1,-1011.05541
O[O+]1[C][O+]1,-999.70295
O[O+]1[C][OH+]1,-1018.7142
O[O+]=C=[OH+],-1017.73743
O[O+]=[C-][OH+],-1026.17496
O[O+]=[C-][OH2+],-1039.765
O[O+]=[C][OH+],-1017.73743
O[O+]=[OH+],-892.87646
O[O+]O,-901.17525
O[O+][C-2][OH+],-1032.9467
O[O+][C-2][OH2+],-1047.24072
O[O+][C-]=[OH+],-1026.17496
O[O+][C-][OH+],-1026.17496
O[O+][C-][OH2+],-1039.765
O[O+][CH-][OH+],-1040.28134
O[O+][C]=[OH+],-1017.73743
O[O+][C][OH+],-1017.73743
O[O+][OH+],-892.87646
O[O+][OH2+],-908.34855
O[OH+],-608.62956
O[OH+]O,-915.80383
O[OH+][C-2][OH+],-1046.5865
O[OH+][C-2][OH2+],-1063.43696
O[OH+][C-]=[OH+],-1040.79514
O[OH+][C-][OH+],-1040.79514
O[OH+][OH+],-908.07867
O[OH+][OH2+],-922.82641
O[OH2+],-623.20093
[C+2],-94.66598
[C+2]1OO1,-692.82047
[C+2]1OOO1,-983.64038
[C+2]=O,-392.81871
[C+2]=[O+]O[O-],-990.1543
[C+2]=[O+][O-],-690.77289
[C+2]O,-413.531
[C+2]OO,-707.45429
[C+2]OOO,-1003.22108
[C+2]OO[O-],-998.28011
[C+2]OO[O],-989.44719
[C+2]O[O+][O-],-989.44816
[C+2]O[O-],-700.12086
[C+2]O[OH+][O-],-1002.72927
[C+2]O[O],-692.79951
[C+2][O+]([O-])O,-1005.61696
[C+2][O+]([O-])[O-],-998.33142
[C+2][O+]([O])[O-],-981.76645
[C+2][O+]O[O-],-989.4391
[C+2][O+][O-],-692.79756
[C+2][O-],-408.75571
[C+2][OH+]O[O-],-1005.64489
[C+2][OH+][O-],-707.48094
[C+2][O],-392.81871
[C+],-104.11917
[C+]#[O+],-392.81871
[C+]1=[O+]O1,-692.82367
[C+]1=[O+]OO1,-983.64038
[C+]1OO1,-704.71547
[C+]1OOO1,-992.89511
[C+]1OO[O+]1,-983.64038
[C+]1OO[OH+]1,-1003.13901
[C+]1O[O+]1,-692.82367
[C+]1O[O+]O1,-989.96893
[C+]1O[OH+]1,-707.41242
[C+]1O[OH+]O1,-1004.14655
[C+]=O,-408.75652
[C+]=[O+],-392.81871
[C+]=[O+]O,-707.45429
[C+]=[O+]OO,-1003.22108
[C+]=[O+]O[O-],-998.28011
[C+]=[O+]O[O],-989.44719
[C+]=[O+][O+][O-],-989.44816
[C+]=[O+][O-],-700.12086
[C+]=[O+][OH+][O-],-1002.72927
[C+]=[O+][O],-692.79951
[C+]=[OH+],-413.531
[C+]O,-420.20068
[C+]OO,-717.05217
[C+]OOO,-1011.41842
[C+]OO[O+],-984.48407
[C+]OO[O-],-1004.93508
[C+]OO[OH+],-1002.54469
[C+]OO[OH2+],-1016.9837
[C+]OO[O],-996.1608
[C+]O[O+],-693.21343
[C+]O[O+]=O,-989.37898
[C+]O[O+]O,-1002.54469
[C+]O[O+][O-],-996.17455
[C+]O[O+][O],-989.37898
[C+]O[O-],-708.44602
[C+]O[OH+],-708.2331
[C+]O[OH+]O,-1016.29959
[C+]O[OH+][O-],-1011.44969
[C+]O[OH+][O],-1002.50114
[C+]O[OH2+],-723.69795
[C+]O[O],-702.10025
[C+][O+],-392.81871
[C+][O+](O)O,-1015.37184
[C+][O+]([O+])[O-],-984.50475
[C+][O+]([O-])O,-1012.3193
[C+][O+]([O-])[O-],-999.19329
[C+][O+]([O-])[OH+],-1000.11745
[C+][O+]([O-])[OH2+],-1017.70329
[C+][O+]([O])O,-1000.11745
[C+][O+]([O])[O-],-998.44045
[C+][O+]([O])[O],-984.50475
[C+][O+]1OO1,-989.45105
[C+][O+]=O,-692.79951
[C+][O+]=[O+][O-],-989.44816
[C+][O+]O,-707.45429
[C+][O+]OO,-1003.22108
[C+][O+]O[O-],-998.28011
[C+][O+]O[O],-989.44719
[C+][O+][O+][O-],-989.44816
[C+][O+][O-],-700.12086
[C+][O+][OH+][O-],-1002.72927
[C+][O+][O],-692.79951
[C+][O-],-417.51453
[C+][OH+],-413.531
[C+][OH+]O,-724.38887
[C+][OH+]OO,-1018.56801
[C+][OH+]O[O-],-1012.25995
[C+][OH+]O[O],-1001.52713
[C+][OH+][O+][O-],-1001.52713
[C+][OH+][O-],-715.83162
[C+][OH+][OH+][O-],-1018.76405
[C+][OH+][O],-709.17246
[C+][OH2+],-425.49877
[C+][O],-408.75652
[C-2],-117.19666
[C-2]1OO1,-712.09984
[C-2]1OOO1,-1018.3199
[C-2]1OO[O+]1,-1008.94012
[C-2]1OO[OH+]1,-1022.64937
[C-2]1O[O+]1,-717.59915
[C-2]1O[O+]=[O+]1,-1000.83971
[C-2]1O[O+]O1,-1008.94012
[C-2]1O[O+][O+]1,-1000.83971
[C-2]1O[O+][OH+]1,-1017.4206
[C-2]1O[OH+]1,-730.9904
[C-2]1O[OH+]O1,-1026.51683
[C-2]1O[OH+][O+]1,-1020.61885
[C-2]1O[OH+][OH+]1,-1032.77237
[C-2]1[O+]2O[O+]12,-1000.83971
[C-2]1[O+]2[O+][O+]12,-998.14872
[C-2]1[O+]2[OH+][O+]12,-1010.79855
[C-2]1[O+]=[O+]1,-708.25782
[C-2]1[O+]=[O+][OH+]1,-1011.04231
[C-2]1[O+]O[O+]1,-1004.87162
[C-2]1[O+]O[OH+]1,-1017.4206
[C-2]1[O+][O+]1,-708.25782
[C-2]1[O+][O+]=[O+]1,-992.8951
[C-2]1[O+][O+][O+]1,-992.8951
[C-2]1[O+][O+][OH+]1,-1011.04231
[C-2]1[O+][OH+]1,-726.27744
[C-2]1[O+][OH+][O+]1,-1013.45544
[C-2]1[O+][OH+][OH+]1,-1025.39577
[C-2]1[OH+]O[OH+]1,-1032.73534
[C-2]1[OH+][O+][OH+]1,-1025.25693
[C-2]1[OH+][OH+]1,-740.46308
[C-2]1[OH+][OH+][OH+]1,-1040.16934
[C-2]=O,-418.68067
[C-2]=[O+],-419.4091
[C-2]=[O+]O,-730.20264
[C-2]=[O+]OO,-1027.99574
[C-2]=[O+]O[O+],-1004.93508
[C-2]=[O+]O[O-],-1012.93815
[C-2]=[O+]O[OH+],-1017.94409
[C-2]=[O+]O[OH2+],-1031.50749
[C-2]=[O+]O[O],-1008.41966
[C-2]=[O+][O+],-708.44602
[C-2]=[O+][O+]=O,-1003.44756
[C-2]=[O+][O+]=[O+],-998.28022
[C-2]=[O+][O+]=[OH+],-1011.01779
[C-2]=[O+][O+]O,-1017.94409
[C-2]=[O+][O+][O+],-998.28022
[C-2]=[O+][O+][O-],-1008.41966
[C-2]=[O+][O+][OH+],-1011.01779
[C-2]=[O+][O+][OH2+],-1024.86906
[C-2]=[O+][O+][O],-1003.44756
[C-2]=[O+][O-],-720.23182
[C-2]=[O+][OH+],-724.17349
[C-2]=[O+][OH+]O,-1032.71809
[C-2]=[O+][OH+][O+],-1011.44969
[C-2]=[O+][OH+][O-],-1022.43508
[C-2]=[O+][OH+][OH+],-1026.09441
[C-2]=[O+][OH+][OH2+],-1040.74631
[C-2]=[O+][OH+][O],-1017.93695
[C-2]=[O+][OH2+],-740.58239
[C-2]=[O+][O],-713.50406
[C-2]=[OH+],-429.96918
[C-2]O,-431.15734
[C-2]OO,-732.05602
[C-2]OOO,-1026.01522
[C-2]OO[O+],-1006.8199
[C-2]OO[O-],-1012.54165
[C-2]OO[OH+],-1019.81234
[C-2]OO[OH2+],-1040.57209
[C-2]OO[O],-1010.20833
[C-2]O[O+],-710.32653
[C-2]O[O+]=O,-1008.41887
[C-2]O[O+]=[O+],-1004.93304
[C-2]O[O+]=[OH+],-1017.95646
[C-2]O[O+]O,-1019.81234
[C-2]O[O+][O+],-1004.93304
[C-2]O[O+][O-],-1010.20833
[C-2]O[O+][OH+],-1017.95646
[C-2]O[O+][OH2+],-1031.48533
[C-2]O[O+][O],-1008.41887
[C-2]O[O-],-718.72702
[C-2]O[OH+],-726.0705
[C-2]O[OH+]O,-1037.64964
[C-2]O[OH+][O+],-1016.15832
[C-2]O[OH+][O-],-1024.29635
[C-2]O[OH+][OH+],-1031.35407
[C-2]O[OH+][OH2+],-1047.20566
[C-2]O[OH+][O],-1021.06411
[C-2]O[OH2+],-742.40047
[C-2]O[O],-715.28666
[C-2][O+],-416.52294
[C-2][O+](O)O,-1037.66458
[C-2][O+](O)[OH+],-1030.90802
[C-2][O+](O)[OH2+],-1047.13694
[C-2][O+]([O+])O,-1015.16294
[C-2][O+]([O+])[O-],-1000.89312
[C-2][O+]([O+])[OH+],-1008.89775
[C-2][O+]([O+])[OH2+],-1025.07105
[C-2][O+]([O-])O,-1030.20425
[C-2][O+]([O-])[O-],-1016.07416
[C-2][O+]([O-])[OH+],-1020.15834
[C-2][O+]([O-])[OH2+],-1040.55084
[C-2][O+]([OH+])[OH+],-1024.22296
[C-2][O+]([OH+])[OH2+],-1039.23553
[C-2][O+]([O])O,-1020.15834
[C-2][O+]([O])[O+],-999.44854
[C-2][O+]([O])[O-],-1006.14898
[C-2][O+]([O])[OH+],-1015.16294
[C-2][O+]([O])[OH2+],-1031.49122
[C-2][O+]([O])[O],-1000.89312
[C-2][O+]1OO1,-1008.26033
[C-2][O+]1O[O+]1,-1004.93069
[C-2][O+]1O[OH+]1,-1017.9376
[C-2][O+]1[O+]=[O+]1,-998.28031
[C-2][O+]1[O+][O+]1,-998.28031
[C-2][O+]1[O+][OH+]1,-1011.4137
[C-2][O+]1[OH+][OH+]1,-1026.04162
[C-2][O+]=O,-717.59754
[C-2][O+]=[O+],-708.45344
[C-2][O+]=[O+]O,-1017.9567
[C-2][O+]=[O+][O+],-996.17435
[C-2][O+]=[O+][O-],-1008.41884
[C-2][O+]=[O+][OH+],-1011.41736
[C-2][O+]=[O+][OH2+],-1024.85542
[C-2][O+]=[O+][O],-1004.93313
[C-2][O+]=[OH+],-724.17256
[C-2][O+]O,-726.0705
[C-2][O+]OO,-1019.81234
[C-2][O+]O[O+],-999.89324
[C-2][O+]O[O-],-1010.20833
[C-2][O+]O[OH+],-1016.09977
[C-2][O+]O[OH2+],-1031.48533
[C-2][O+]O[O],-1006.8199
[C-2][O+][O+],-708.45344
[C-2][O+][O+]=O,-1004.93313
[C-2][O+][O+]=[O+],-996.17435
[C-2][O+][O+]=[OH+],-1011.41736
[C-2][O+][O+]O,-1017.9567
[C-2][O+][O+][O-],-1008.41884
[C-2][O+][O+][OH+],-1011.41736
[C-2][O+][O+][OH2+],-1024.85542
[C-2][O+][O+][O],-1004.93313
[C-2][O+][O-],-715.28666
[C-2][O+][OH+],-724.17256
[C-2][O+][OH+]O,-1031.35407
[C-2][O+][OH+][O+],-1008.89041
[C-2][O+][OH+][O-],-1021.06411
[C-2][O+][OH+][OH+],-1024.22927
[C-2][O+][OH+][OH2+],-1040.27153
[C-2][O+][OH+][O],-1016.15832
[C-2][O+][OH2+],-734.86049
[C-2][O+][O],-717.59754
[C-2][O-],-417.43847
[C-2][OH+],-430.69356
[C-2][OH+]O,-742.42508
[C-2][OH+]OO,-1034.61846
[C-2][OH+]O[O+],-1015.92555
[C-2][OH+]O[O-],-1024.17789
[C-2][OH+]O[OH+],-1028.9372
[C-2][OH+]O[OH2+],-1049.29852
[C-2][OH+]O[O],-1019.94524
[C-2][OH+][O+],-719.52786
[C-2][OH+][O+]=O,-1015.4353
[C-2][OH+][O+]=[O+],-1012.2813
[C-2][OH+][O+]=[OH+],-1025.33868
[C-2][OH+][O+]O,-1028.9372
[C-2][OH+][O+][O+],-1012.2813
[C-2][OH+][O+][O-],-1019.94524
[C-2][OH+][O+][OH+],-1025.33868
[C-2][OH+][O+][OH2+],-1035.89422
[C-2][OH+][O+][O],-1015.4353
[C-2][OH+][O-],-732.04883
[C-2][OH+][OH+],-735.21851
[C-2][OH+][OH+]O,-1043.72414
[C-2][OH+][OH+][O+],-1022.40268
[C-2][OH+][OH+][O-],-1033.51508
[C-2][OH+][OH+][OH+],-1040.01137
[C-2][OH+][OH+][O],-1028.98739
[C-2][OH+][OH2+],-751.54651
[C-2][OH+][O],-728.93721
[C-2][OH2+],-447.42383
[C-2][O],-419.88202
[C-],-118.62586
[C-]#[O+],-417.51453
[C-]12[O+]3[O+]1[O+]23,-981.59229
[C-]1=[O+]O1,-708.25782
[C-]1=[O+]OO1,-1000.83971
[C-]1=[O+]O[O+]1,-992.89511
[C-]1=[O+]O[OH+]1,-1011.04231
[C-]1=[O+][O+]1,-704.71547
[C-]1=[O+][O+]=[O+]1,-989.96893
[C-]1=[O+][O+]O1,-992.89513
[C-]1=[O+][O+][O+]1,-989.96893
[C-]1=[O+][O+][OH+]1,-1005.64079
[C-]1=[O+][OH+]1,-715.74032
[C-]1=[O+][OH+]O1,-1010.53732
[C-]1=[O+][OH+][O+]1,-1004.06984
[C-]1=[O+][OH+][OH+]1,-1018.00207
[C-]1OO1,-717.59915
[C-]1OOO1,-1008.94012
[C-]1OO[O+]1,-1000.83971
[C-]1OO[OH+]1,-1017.4206
[C-]1O[O+]1,-708.25782
[C-]1O[O+]=[O+]1,-992.89513
[C-]1O[O+]O1,-1004.87162
[C-]1O[O+][O+]1,-992.89513
[C-]1O[O+][OH+]1,-1012.33154
[C-]1O[OH+]1,-726.27744
[C-]1O[OH+]O1,-1020.61885
[C-]1O[OH+][O+]1,-1010.53732
[C-]1O[OH+][OH+]1,-1025.39577
[C-]1[O+]2O[O+]12,-998.27668
[C-]1[O+]2[O+][O+]12,-989.45285
[C-]1[O+]2[OH+][O+]12,-1005.46338
[C-]1[O+]=[O+]1,-704.71547
[C-]1[O+]=[O+][OH+]1,-1005.64079
[C-]1[O+]O[O+]1,-992.89511
[C-]1[O+]O[OH+]1,-1011.04231
